,Entry,Gene Names_x,Entry Name,Protein names,Organism,Mass
3995,G2Q6U1,MYCTH_2029952,G2Q6U1_THET4,Lumazine-binding domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),22770
3996,G2Q6U4,MYCTH_2295861,G2Q6U4_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),10552
3997,G2Q6U5,MYCTH_2295862,G2Q6U5_THET4,Methyltransferase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),35197
3998,G2Q6U6,MYCTH_2295863,G2Q6U6_THET4,Maintenance of ploidy protein mob2,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37828
3999,G2Q6U8,MYCTH_2295866,G2Q6U8_THET4,Sialidase-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),66031
4000,G2Q6U9,MYCTH_2295868,G2Q6U9_THET4,VPS9 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),145992
4001,G2Q6V1,MYCTH_2295873,G2Q6V1_THET4,PPPDE domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),28614
4002,G2Q6V2,MYCTH_2295876,G2Q6V2_THET4,3-beta hydroxysteroid dehydrogenase/isomerase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37362
4003,G2Q6V3,MYCTH_2313591,G2Q6V3_THET4,Extracellular membrane protein CFEM domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),19504
4004,G2Q6V4,MYCTH_2106715,G2Q6V4_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),52854
4005,G2Q6V5,MYCTH_44689,G2Q6V5_THET4,Intracellular protein transport-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),126608
4006,G2Q6V6,MYCTH_2295879,G2Q6V6_THET4,Something about silencing protein 4 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),67212
4007,G2Q6V7,MYCTH_2039751,G2Q6V7_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),7306
4008,G2Q6V8,MYCTH_2295880,G2Q6V8_THET4,Transcription initiation factor TFIID subunit 2,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),172999
4009,G2Q6V9,MYCTH_2295881,G2Q6V9_THET4,Anaphase-promoting complex subunit CDC26,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),40198
4010,G2Q6W0,MYCTH_2295883,G2Q6W0_THET4,WLM domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),42332
4011,G2Q6W2,MYCTH_2106723,G2Q6W2_THET4,Phospholipase/carboxylesterase/thioesterase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),31731
4012,G2Q6W3,MYCTH_2295894,G2Q6W3_THET4,Aldehyde dehydrogenase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),52189
4013,G2Q6W4,MYCTH_2295895,G2Q6W4_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8733
4014,G2Q6W5,MYCTH_2122809,G2Q6W5_THET4,Response regulatory domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),67610
4015,G2Q6W6,MYCTH_2053975,G2Q6W6_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),79134
4016,G2Q6W8,MYCTH_2049605,G2Q6W8_THET4,DUF202 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),15690
4017,G2Q6W9,MYCTH_2295900,G2Q6W9_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),6045
4018,G2Q6X0,MYCTH_2295902,G2Q6X0_THET4,NADP-dependent oxidoreductase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),36402
4019,G2Q6X1,MYCTH_2295903,G2Q6X1_THET4,ER membrane protein SH3,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),27938
4020,G2Q6X2,MYCTH_2295904,G2Q6X2_THET4,Mid2 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),45405
4021,G2Q6X3,MYCTH_2295905,G2Q6X3_THET4,Secreted protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8282
4022,G2Q6X4,MYCTH_2295908,G2Q6X4_THET4,Zn(2)-C6 fungal-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),78326
4023,G2Q6X5,MYCTH_2106732,G2Q6X5_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),18648
4024,G2Q6X6,MYCTH_2295909,G2Q6X6_THET4,SAM and PH domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),100032
4025,G2Q6X7,MYCTH_2295915,G2Q6X7_THET4,Manganese/iron superoxide dismutase C-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),34671
4026,G2Q6X8,MYCTH_2295917,G2Q6X8_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),46226
4027,G2Q6X9,MYCTH_2295918,G2Q6X9_THET4,Mitochondrial thiamine pyrophosphate carrier 1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),35480
4028,G2Q6Y0,MYCTH_2297730,G2Q6Y0_THET4,C2H2-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),80452
4029,G2Q6Y1,MYCTH_2115531,G2Q6Y1_THET4,Ribosomal RNA-processing protein 40,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26896
4030,G2Q6Y2,MYCTH_64380,G2Q6Y2_THET4,Ribosome-associated complex subunit SSZ1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),62540
4031,G2Q6Y3,MYCTH_2297737,G2Q6Y3_THET4,C2 NT-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),57173
4032,G2Q6Y4,MYCTH_2297740,G2Q6Y4_THET4,POPLD domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),103807
4033,G2Q6Y5,MYCTH_2297743,G2Q6Y5_THET4,RING-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),87625
4034,G2Q6Y6,MYCTH_2313954,G2Q6Y6_THET4,SH3 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),28931
4035,G2Q6Y7,MYCTH_2297751,G2Q6Y7_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),145043
4036,G2Q6Y9,MYCTH_2297760,G2Q6Y9_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32317
4037,G2Q6Z0,MYCTH_2297761,G2Q6Z0_THET4,Calcineurin-like phosphoesterase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),68261
4038,G2Q6Z1,MYCTH_2297763,G2Q6Z1_THET4,Pre-mRNA-splicing factor ISY1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),28118
4039,G2Q6Z2,MYCTH_2297764,G2Q6Z2_THET4,Secreted protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8524
4040,G2Q6Z4,MYCTH_2313956,G2Q6Z4_THET4,NADH-ubiquinone oxidoreductase 9.5 kDa subunit,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),9079
4041,G2Q6Z5,MYCTH_2123684,G2Q6Z5_THET4,Beach-domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),293375
4042,G2Q6Z6,MYCTH_2297779,G2Q6Z6_THET4,Serine protease,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),57300
4043,G2Q6Z7,MYCTH_2297781,G2Q6Z7_THET4,DUF4048 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),73985
4044,G2Q6Z8,MYCTH_2297782,G2Q6Z8_THET4,FAD-binding PCMH-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),61081
4045,G2Q6Z9,MYCTH_2297783,G2Q6Z9_THET4,Protein EFR3,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),127667
4046,G2Q700,MYCTH_2297787,G2Q700_THET4,ATP12-domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32748
4047,G2Q701,MYCTH_100011,G2Q701_THET4,Alpha-ketoglutarate-dependent dioxygenase AlkB-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),78633
4048,G2Q702,MYCTH_2297791,G2Q702_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),63937
4049,G2Q704,MYCTH_2297794,G2Q704_THET4,Pirin N-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33277
4050,G2Q705,MYCTH_92165,G2Q705_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),41938
4051,G2Q707,MYCTH_2297802,G2Q707_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),66645
4052,G2Q708,MYCTH_2313963,G2Q708_THET4,Bacteriophage T5 Orf172 DNA-binding domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),29300
4053,G2Q709,MYCTH_2313964,G2Q709_THET4,Zn(2)-C6 fungal-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),42777
4054,G2Q710,MYCTH_2297808,G2Q710_THET4,Annexin,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),78037
4055,G2Q711,MYCTH_2297809,G2Q711_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),22088
4056,G2Q713,MYCTH_2297813,G2Q713_THET4,Rho1 guanine nucleotide exchange factor 3,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),196348
4057,G2Q717,MYCTH_2297823,G2Q717_THET4,Calcineurin-like phosphoesterase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),56574
4058,G2Q718,MYCTH_2297826,G2Q718_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),15313
4059,G2Q719,MYCTH_2297828,G2Q719_THET4,AB hydrolase-1 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),70844
4060,G2Q720,MYCTH_2123711,G2Q720_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),21040
4061,G2Q721,MYCTH_2297831,G2Q721_THET4,G domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),44122
4062,G2Q722,MYCTH_2137349,G2Q722_THET4,Zinc finger PHD-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),55811
4063,G2Q723,MYCTH_2297835,G2Q723_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),58703
4064,G2Q724,MYCTH_2076935,G2Q724_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),179106
4065,G2Q725,MYCTH_2297839,G2Q725_THET4,Nitrogen regulatory protein areA GATA-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),57693
4066,G2Q727,MYCTH_2089545,G2Q727_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),40308
4067,G2Q729,MYCTH_2297849,G2Q729_THET4,Isovaleryl-CoA dehydrogenase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),48434
4068,G2Q730,MYCTH_2313974,G2Q730_THET4,Nudix hydrolase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20591
4069,G2Q731,MYCTH_2297853,G2Q731_THET4,Dienelactone hydrolase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),27684
4070,G2Q732,MYCTH_2297855,G2Q732_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),177550
4071,G2Q733,MYCTH_2299621,G2Q733_THET4,Ribosomal protein L11,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),16754
4072,G2Q734,MYCTH_2086957,G2Q734_THET4,Survival factor 1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),41826
4073,G2Q736,MYCTH_2299626,G2Q736_THET4,N-acetyltransferase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),36925
4074,G2Q738,MYCTH_59287,G2Q738_THET4,C2H2-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),79656
4075,G2Q739,MYCTH_2299636,G2Q739_THET4,Enoyl reductase (ER) domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),38302
4076,G2Q740,MYCTH_2137832,G2Q740_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20815
4077,G2Q741,MYCTH_2299639,G2Q741_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),228097
4078,G2Q742,MYCTH_2045737,G2Q742_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),46660
4079,G2Q743,MYCTH_2299642,G2Q743_THET4,SNARE-complex protein Syntaxin-18 N-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),39600
4080,G2Q744,MYCTH_2299645,G2Q744_THET4,DAGKc domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),58167
4081,G2Q745,MYCTH_2299648,G2Q745_THET4,Ribosomal RNA-processing protein 1,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),31860
4082,G2Q747,MYCTH_112850,G2Q747_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),83980
4083,G2Q748,MYCTH_2299655,G2Q748_THET4,Caffeine-induced death protein Cid2,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),22450
4084,G2Q749,MYCTH_2299657,G2Q749_THET4,Zn(2)-C6 fungal-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),81565
4085,G2Q750,MYCTH_109533,G2Q750_THET4,Glyoxylate reductase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),37022
4086,G2Q753,MYCTH_2314329,G2Q753_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),25223
4087,G2Q754,MYCTH_2051168,G2Q754_THET4,TauD/TfdA-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),40383
4088,G2Q755,MYCTH_97404,G2Q755_THET4,Major facilitator superfamily (MFS) profile domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),65471
4089,G2Q758,MYCTH_2299683,G2Q758_THET4,Ion transport domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),72897
4090,G2Q759,MYCTH_2299686,G2Q759_THET4,AAA+ ATPase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),114255
4091,G2Q760,MYCTH_2299692,G2Q760_THET4,U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),54867
4092,G2Q761,MYCTH_2299695,G2Q761_THET4,XAP5-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),43918
4093,G2Q762,MYCTH_2049580,G2Q762_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),16487
4094,G2Q763,MYCTH_2299698,G2Q763_THET4,NAD(P)-binding domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),27499
4095,G2Q764,MYCTH_2087011,G2Q764_THET4,HAUS augmin-like complex subunit 3 N-terminal domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),55806
4096,G2Q765,MYCTH_2052657,G2Q765_THET4,LrgB-like protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),50438
4097,G2Q766,MYCTH_2074408,G2Q766_THET4,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20429
4098,G2Q767,MYCTH_2314338,G2Q767_THET4,50S ribosomal protein L14,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),14137
4099,G2Q769,MYCTH_2314342,G2Q769_THET4,BTB domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32125
4100,G2Q770,MYCTH_40111,G2Q770_THET4,Glycoside hydrolase family 2 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),98959
4101,G2Q773,MYCTH_2299719,G2Q773_THET4,Nudix hydrolase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),23623
4102,G2Q774,MYCTH_2299721,G2Q774_THET4,Glycoside hydrolase family 61 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),25463
4103,G2Q775,MYCTH_2299723,G2Q775_THET4,Amino acid permease/ SLC12A domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),57874
4104,G2Q776,MYCTH_2052313,G2Q776_THET4,Reverse transcriptase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),6677
4105,G2Q777,MYCTH_2124607,G2Q777_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8132
4106,G2Q778,MYCTH_2049971,G2Q778_THET4,CCHC-type domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),10289
4107,G2Q779,MYCTH_112826,G2Q779_THET4,DUF1308 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),65818
4108,G2Q780,MYCTH_85902,G2Q780_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),15501
4109,G2Q781,MYCTH_112824,G2Q781_THET4,NmrA-like domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),33788
4110,G2Q782,MYCTH_2299731,G2Q782_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),5596
4111,G2Q783,MYCTH_97378,G2Q783_THET4,C6 transcription factor,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),48432
4112,G2Q784,MYCTH_2299733,G2Q784_THET4,BTB domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),28421
4113,G2Q785,MYCTH_2050467,G2Q785_THET4,BTB domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),23478
4114,G2Q787,MYCTH_2300396,G2Q787_THET4,Ribosomal protein L17,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),20391
4115,G2Q789,MYCTH_2124971,G2Q789_THET4,Acyltransferase 3 domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),28025
4116,G2Q791,MYCTH_107168,G2Q791_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),59465
4117,G2Q792,MYCTH_2300403,G2Q792_THET4,Tyrosine specific protein phosphatases domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),30580
4118,G2Q793,MYCTH_2142826,G2Q793_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),21814
4119,G2Q794,MYCTH_2300408,G2Q794_THET4,Ribosomal protein S18,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),27050
4120,G2Q795,MYCTH_2300411,G2Q795_THET4,"Complex I intermediate-associated protein 84, mitochondrial",Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),94192
4121,G2Q796,MYCTH_2300414,G2Q796_THET4,Kinetochore protein fta4,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),32159
4122,G2Q797,MYCTH_2300415,G2Q797_THET4,Arf-GAP domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),71557
4123,G2Q798,MYCTH_2059212,G2Q798_THET4,Methyltransferase domain-containing protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),36546
4124,G2Q799,MYCTH_2124981,G2Q799_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),8143
4125,G2Q7A0,MYCTH_2300423,G2Q7A0_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),64991
4126,G2Q7A1,MYCTH_46719,G2Q7A1_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),9595
4127,G2Q7A4,MYCTH_2314467,G2Q7A4_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),7140
4128,G2Q7A5,MYCTH_79765,G2Q7A5_THET4,Glycoside hydrolase family 61 protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),26044
4129,G2Q7A6,MYCTH_2300433,G2Q7A6_THET4,Uncharacterized protein,Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile),28704
